INFO     | 2017-08-23 18:32:29,904 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-08-23 18:42:56,952 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2017-08-23 18:42:56,952 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-08-23 18:42:56,954 | config     | Setting 'search' to 'user'
ERROR    | 2017-08-23 18:42:56,955 | parser     | There was a problem loading your .cfg file, please check and try again
ERROR    | 2017-08-23 18:42:56,955 | parser     | Expected stringEnd (at char 507), (line:23, col:1)
INFO     | 2017-08-23 18:42:56,955 | parser     | The line causing the problem is this: 'together = (Gene1, Gene2, Gene3)'. Please check that line, and make sure it appears in the right place in the config file. If it looks OK, try double-checking the semi-colons on other lines
ERROR    | 2017-08-23 18:42:56,955 | main       | Failed to run. See previous errors.
INFO     | 2017-08-23 18:43:06,948 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-08-23 18:43:06,951 | config     | Setting 'alignment' to 'MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 18:43:06,951 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-08-23 18:43:06,952 | parser     | You set 'models' to: all
INFO     | 2017-08-23 18:43:06,962 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2017-08-23 18:43:06,963 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2017-08-23 18:43:06,963 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-08-23 18:43:06,965 | config     | Setting 'search' to 'user'
INFO     | 2017-08-23 18:43:06,966 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-08-23 18:43:06,966 | config     | Looking for alignment file './MuellerAlignmnetJan12FINAL.nex'...
INFO     | 2017-08-23 18:43:06,971 | threadpool | Using 4 cpus
INFO     | 2017-08-23 18:43:06,971 | analysis   | Beginning Analysis
INFO     | 2017-08-23 18:43:06,981 | config     | Checking previously run configuration data...
ERROR    | 2017-08-23 18:43:06,981 | config     | There are subsets stored, but PartitionFinder has detected that these were run using a different .cfg setup
ERROR    | 2017-08-23 18:43:06,982 | config     | The following settings in the new .cfg file are incompatible with the previous analysis: [data_blocks]
INFO     | 2017-08-23 18:43:06,982 | config     | To run this analysis and overwrite previous output, re-run the analysis using '--force-restart' option
INFO     | 2017-08-23 18:43:06,982 | config     | To run this analysis without deleting the previous analysis, please place your alignment and .cfg in a new folder and try again
ERROR    | 2017-08-23 18:43:06,983 | main       | Failed to run. See previous errors.
INFO     | 2017-08-23 18:43:16,017 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-08-23 18:43:16,021 | config     | Setting 'alignment' to 'MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 18:43:16,021 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-08-23 18:43:16,022 | parser     | You set 'models' to: all
INFO     | 2017-08-23 18:43:16,032 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2017-08-23 18:43:16,032 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2017-08-23 18:43:16,032 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-08-23 18:43:16,034 | config     | Setting 'search' to 'user'
INFO     | 2017-08-23 18:43:16,035 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-08-23 18:43:16,035 | config     | Looking for alignment file './MuellerAlignmnetJan12FINAL.nex'...
INFO     | 2017-08-23 18:43:16,040 | threadpool | Using 4 cpus
INFO     | 2017-08-23 18:43:16,040 | analysis   | Beginning Analysis
WARNING  | 2017-08-23 18:43:16,041 | analysis   | Deleting all previous workings in './analysis'
INFO     | 2017-08-23 18:43:16,061 | alignment  | Reading alignment file './MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 18:43:16,071 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-08-23 18:43:16,073 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-08-23 18:43:16,074 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-08-23 18:43:23,221 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-08-23 18:43:27,093 | raxml      | ML topology estimation finished
INFO     | 2017-08-23 18:43:27,094 | analysis_m | Performing User analysis
INFO     | 2017-08-23 18:49:03,653 | model_util | Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2017-08-23 18:49:03,654 | model_util | 
INFO     | 2017-08-23 18:49:03,654 | model_util | 
INFO     | 2017-08-23 18:49:03,655 | model_util | *Citations for this analysis*
INFO     | 2017-08-23 18:49:03,655 | model_util | -----------------------------
INFO     | 2017-08-23 18:49:03,655 | model_util | 
INFO     | 2017-08-23 18:49:03,655 | model_util | If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2017-08-23 18:49:03,655 | model_util | 
INFO     | 2017-08-23 18:49:03,655 | model_util | For the version of PartitionFinder you used, please cite:
INFO     | 2017-08-23 18:49:03,655 | model_util | Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2017-08-23 18:49:03,655 | model_util | 
INFO     | 2017-08-23 18:49:03,656 | model_util | For the user algorithm you used, please cite:
INFO     | 2017-08-23 18:49:03,656 | model_util | 
INFO     | 2017-08-23 18:49:03,656 | model_util | Your analysis also used PhyML, so please cite:
INFO     | 2017-08-23 18:49:03,656 | model_util | Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2017-08-23 18:49:03,656 | model_util | 
INFO     | 2017-08-23 18:49:03,658 | main       | Total processing time: 0:05:47 (h:m:s)
INFO     | 2017-08-23 18:49:03,658 | main       | Processing complete.
INFO     | 2017-08-23 18:51:01,590 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-08-23 18:51:01,594 | config     | Setting 'alignment' to 'MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 18:51:01,594 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-08-23 18:51:01,594 | parser     | You set 'models' to: all
INFO     | 2017-08-23 18:51:01,604 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2017-08-23 18:51:01,605 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2017-08-23 18:51:01,605 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-08-23 18:51:01,607 | config     | Setting 'search' to 'user'
ERROR    | 2017-08-23 18:51:01,607 | parser     | There was a problem loading your .cfg file, please check and try again
ERROR    | 2017-08-23 18:51:01,607 | parser     | Expected stringEnd (at char 507), (line:23, col:1)
INFO     | 2017-08-23 18:51:01,607 | parser     | The line causing the problem is this: 'together = (Gene1, Gene2), Gene3;'. Please check that line, and make sure it appears in the right place in the config file. If it looks OK, try double-checking the semi-colons on other lines
ERROR    | 2017-08-23 18:51:01,608 | main       | Failed to run. See previous errors.
INFO     | 2017-08-23 18:51:43,254 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-08-23 18:51:43,257 | config     | Setting 'alignment' to 'MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 18:51:43,258 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-08-23 18:51:43,258 | parser     | You set 'models' to: all
INFO     | 2017-08-23 18:51:43,269 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2017-08-23 18:51:43,269 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2017-08-23 18:51:43,269 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-08-23 18:51:43,271 | config     | Setting 'search' to 'user'
INFO     | 2017-08-23 18:51:43,272 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-08-23 18:51:43,272 | config     | Looking for alignment file './MuellerAlignmnetJan12FINAL.nex'...
INFO     | 2017-08-23 18:51:43,276 | threadpool | Using 4 cpus
INFO     | 2017-08-23 18:51:43,276 | analysis   | Beginning Analysis
WARNING  | 2017-08-23 18:51:43,276 | analysis   | Deleting all previous workings in './analysis'
INFO     | 2017-08-23 18:51:43,292 | alignment  | Reading alignment file './MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 18:51:43,300 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-08-23 18:51:43,301 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-08-23 18:51:43,301 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-08-23 18:51:50,224 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-08-23 18:52:06,589 | raxml      | ML topology estimation finished
INFO     | 2017-08-23 18:52:06,590 | analysis_m | Performing User analysis
INFO     | 2017-08-23 18:59:41,315 | model_util | Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2017-08-23 18:59:41,317 | model_util | 
INFO     | 2017-08-23 18:59:41,317 | model_util | 
INFO     | 2017-08-23 18:59:41,317 | model_util | *Citations for this analysis*
INFO     | 2017-08-23 18:59:41,318 | model_util | -----------------------------
INFO     | 2017-08-23 18:59:41,318 | model_util | 
INFO     | 2017-08-23 18:59:41,318 | model_util | If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2017-08-23 18:59:41,318 | model_util | 
INFO     | 2017-08-23 18:59:41,318 | model_util | For the version of PartitionFinder you used, please cite:
INFO     | 2017-08-23 18:59:41,318 | model_util | Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2017-08-23 18:59:41,318 | model_util | 
INFO     | 2017-08-23 18:59:41,318 | model_util | For the user algorithm you used, please cite:
INFO     | 2017-08-23 18:59:41,319 | model_util | 
INFO     | 2017-08-23 18:59:41,319 | model_util | Your analysis also used PhyML, so please cite:
INFO     | 2017-08-23 18:59:41,319 | model_util | Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2017-08-23 18:59:41,319 | model_util | 
INFO     | 2017-08-23 18:59:41,321 | main       | Total processing time: 0:07:58 (h:m:s)
INFO     | 2017-08-23 18:59:41,321 | main       | Processing complete.
INFO     | 2017-08-23 19:01:23,942 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-08-23 19:01:23,945 | config     | Setting 'alignment' to 'MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 19:01:23,946 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-08-23 19:01:23,946 | parser     | You set 'models' to: all
INFO     | 2017-08-23 19:01:23,956 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2017-08-23 19:01:23,956 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2017-08-23 19:01:23,956 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-08-23 19:01:23,958 | config     | Setting 'search' to 'user'
INFO     | 2017-08-23 19:01:23,959 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-08-23 19:01:23,959 | config     | Looking for alignment file './MuellerAlignmnetJan12FINAL.nex'...
INFO     | 2017-08-23 19:01:23,964 | threadpool | Using 4 cpus
INFO     | 2017-08-23 19:01:23,964 | analysis   | Beginning Analysis
WARNING  | 2017-08-23 19:01:23,964 | analysis   | Deleting all previous workings in './analysis'
INFO     | 2017-08-23 19:01:23,979 | alignment  | Reading alignment file './MuellerAlignmnetJan12FINAL.nex'
INFO     | 2017-08-23 19:01:23,988 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-08-23 19:01:23,989 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-08-23 19:01:23,990 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-08-23 19:01:29,702 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-08-23 19:01:33,181 | raxml      | ML topology estimation finished
INFO     | 2017-08-23 19:01:33,182 | analysis_m | Performing User analysis
INFO     | 2017-08-23 19:08:13,666 | model_util | Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2017-08-23 19:08:13,668 | model_util | 
INFO     | 2017-08-23 19:08:13,668 | model_util | 
INFO     | 2017-08-23 19:08:13,668 | model_util | *Citations for this analysis*
INFO     | 2017-08-23 19:08:13,668 | model_util | -----------------------------
INFO     | 2017-08-23 19:08:13,668 | model_util | 
INFO     | 2017-08-23 19:08:13,668 | model_util | If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2017-08-23 19:08:13,669 | model_util | 
INFO     | 2017-08-23 19:08:13,669 | model_util | For the version of PartitionFinder you used, please cite:
